id	filename	md5	size	state
1348cdd1-e1a7-4261-91f2-ffa648f9ca6a	1348cdd1-e1a7-4261-91f2-ffa648f9ca6a/69cbb5ad-2cb1-4758-97fa-1e8643984ab4.wxs.aliquot_ensemble_masked.maf.gz	3e861adab6ccbac818a7ae8c756bc5dc	27885	validated
13548823-e67f-4382-a75e-e4da4ce993d4	13548823-e67f-4382-a75e-e4da4ce993d4/1984de32-5f6f-432b-8aa4-067aaaa99be0.wxs.aliquot_ensemble_masked.maf.gz	105b58653ce3c30c67e0d3ac414f22b1	33327	validated
139e5f6f-0bda-4db5-9d09-e0b3464c34e2	139e5f6f-0bda-4db5-9d09-e0b3464c34e2/a11ba98f-f151-4be1-98af-3de2a098046b.wxs.aliquot_ensemble_masked.maf.gz	23585c8b9b2c30c2807bcdba20a03189	59721	validated
13e5cfe3-91ff-4922-bc01-bece7c235322	13e5cfe3-91ff-4922-bc01-bece7c235322/bdc1948f-7ff2-456e-a97c-07df79de28c9.wxs.aliquot_ensemble_masked.maf.gz	31bd43d5529093e85aa46ba2896e64df	25233	validated
13f76cd0-ec44-4298-92ae-229e4d10701f	13f76cd0-ec44-4298-92ae-229e4d10701f/4afa495d-f893-48f0-89db-356d1b4df41c.wxs.aliquot_ensemble_masked.maf.gz	a0082c4c409ac1ec62754bebcf018963	24021	validated
14354b40-acf5-47b2-8ccd-e5fe46da36c0	14354b40-acf5-47b2-8ccd-e5fe46da36c0/2d63c08e-5979-4533-b3d0-285da995031f.wxs.aliquot_ensemble_masked.maf.gz	178071648473428785723b388a314858	21953	validated
144faf17-503f-4613-a7c5-22bcb0a1287b	144faf17-503f-4613-a7c5-22bcb0a1287b/6d5d9d55-fe08-4a79-a272-13e82634bb60.wxs.aliquot_ensemble_masked.maf.gz	8bc2e9f5386dba8629e9850787c04295	158266	validated
145aaf40-803c-4ba9-b191-88186cc03fee	145aaf40-803c-4ba9-b191-88186cc03fee/902f7021-71ab-43a1-80e5-cc00e928271c.wxs.aliquot_ensemble_masked.maf.gz	0c4ee0b7259a5b568533f97e8db03091	30169	validated
1489b99e-6d6e-40ea-82cd-489d7cdfbd31	1489b99e-6d6e-40ea-82cd-489d7cdfbd31/2d797df2-56a0-445f-aeb2-161a525f3c08.wxs.aliquot_ensemble_masked.maf.gz	d96aac9a62e7f6c99c50baa1dd603c90	158281	validated
154353e9-7995-45c1-aee6-44a5ba816e9c	154353e9-7995-45c1-aee6-44a5ba816e9c/9a8197be-12ff-406c-8fc9-fc491e99d5ce.wxs.aliquot_ensemble_masked.maf.gz	688782fa614b201e7fa8d853210343b6	79104	validated
156132f7-f774-4078-a40b-1a3a0f05fcc6	156132f7-f774-4078-a40b-1a3a0f05fcc6/42cbac03-64b7-48a2-b446-4c53edcbd2ea.wxs.aliquot_ensemble_masked.maf.gz	1a59a19a7a8b87d741d39c9825f23fe4	2438	validated
15649002-8a4a-4acc-adf4-2b3d365ff997	15649002-8a4a-4acc-adf4-2b3d365ff997/72ce38e5-110c-413d-917e-68013ec9ea1a.wxs.aliquot_ensemble_masked.maf.gz	40bf761597b970010a9a343bdec30bff	14803	validated
158e7be5-b896-4981-a04a-431dd6a00a78	158e7be5-b896-4981-a04a-431dd6a00a78/8e389bd0-4cd0-42e7-affe-a0a606b4e147.wxs.aliquot_ensemble_masked.maf.gz	b304bb5d953b5ea0c2dabfe40015b08f	146723	validated
15f1a083-0f7d-4c47-85fb-bb09cebc8dfc	15f1a083-0f7d-4c47-85fb-bb09cebc8dfc/12052c6a-fd7b-450d-b8a4-5210e7bd677e.wxs.aliquot_ensemble_masked.maf.gz	04b2f76cc99f7f35e962fd0290355556	15848	validated
16073c4a-4ce1-4d53-be98-ea70b2c56b2f	16073c4a-4ce1-4d53-be98-ea70b2c56b2f/a5cc0484-b3b0-471a-a31f-0ef9ae959a30.wxs.aliquot_ensemble_masked.maf.gz	f11d50c62aa3e88351e24e4265fa21b1	24371	validated
16c7b20b-24a0-4363-9d39-72a4563988aa	16c7b20b-24a0-4363-9d39-72a4563988aa/1d6b1402-927a-4d00-b1b5-abb0db4e2eee.wxs.aliquot_ensemble_masked.maf.gz	2f3aebc6cba5ec85bdd4a4a5ffbdba96	17896	validated
171645db-2a12-42d8-a664-42e5d52cdddf	171645db-2a12-42d8-a664-42e5d52cdddf/02d7abd7-e4b8-48f0-857c-5e1d0dd3a189.wxs.aliquot_ensemble_masked.maf.gz	3c7dd23134b3c2bf65af8f7304a48e6a	50606	validated
1729fd0f-fc93-4b51-b88a-e7de23b88e67	1729fd0f-fc93-4b51-b88a-e7de23b88e67/0d7c0711-957f-45e5-b07f-4e74f22365b5.wxs.aliquot_ensemble_masked.maf.gz	3c69a471383b4111d98e053687df2e41	38194	validated
173afa51-4313-432f-a08c-500349346e74	173afa51-4313-432f-a08c-500349346e74/586fafb2-1a49-4cd4-8df6-dbbe08f0af4f.wxs.aliquot_ensemble_masked.maf.gz	500b7ce596f237df6ce1122b512b0b25	14816	validated
177696fc-4d53-4a72-ba13-37b2162b735a	177696fc-4d53-4a72-ba13-37b2162b735a/7836e242-5005-4091-bc95-ef4f2be28a38.wxs.aliquot_ensemble_masked.maf.gz	38ffec3b038ccb7ad0439f1ee6499645	27060	validated
185dcba5-3a01-43d6-af04-3000d5f9e51c	185dcba5-3a01-43d6-af04-3000d5f9e51c/c72d4f27-d73e-4a80-83b8-da774126eef3.wxs.aliquot_ensemble_masked.maf.gz	2343a647001e792297aa55861761b31b	30635	validated
1a864492-d020-4a09-ae3d-b37eaac347a9	1a864492-d020-4a09-ae3d-b37eaac347a9/865bfdc6-42f1-4d9e-b131-a750e2eb8c72.wxs.aliquot_ensemble_masked.maf.gz	68a29b635f637bbe7e2166e8c43ceb29	21717	validated
1b2c563e-7a34-4ef4-b6cd-8d95521bf8cb	1b2c563e-7a34-4ef4-b6cd-8d95521bf8cb/13dfe555-ff45-4a02-85c9-52848a93ee65.wxs.aliquot_ensemble_masked.maf.gz	42bdf0a14f80d7f913c9606786bf103a	28398	validated
1b3b72cc-15a4-456c-9f84-dfb9da6a1c15	1b3b72cc-15a4-456c-9f84-dfb9da6a1c15/7b4af394-3440-4b09-99f2-8cc061eb5a80.wxs.aliquot_ensemble_masked.maf.gz	52f54458f23b593c7016685f423fc81c	28288	validated
1b568b92-e8df-4420-a212-2cf4212e9a27	1b568b92-e8df-4420-a212-2cf4212e9a27/65425d62-10a8-44a9-b61c-f5e1dc1cc504.wxs.aliquot_ensemble_masked.maf.gz	bee2afa9b150d5fe6f8d85a721e09b73	13508	validated
1b8bcf83-1db9-4f59-836a-f5ed3d023759	1b8bcf83-1db9-4f59-836a-f5ed3d023759/0da10af5-6205-40d7-8537-003dde5fffe0.wxs.aliquot_ensemble_masked.maf.gz	97a65b8dbcc393294769f8e2fda65ac3	11477	validated
1b96bef0-dec6-44c9-8608-31cbba6d7671	1b96bef0-dec6-44c9-8608-31cbba6d7671/9b695be5-1e95-44c7-a53e-69c786c1e7fc.wxs.aliquot_ensemble_masked.maf.gz	a58b13e520f6cda6159eb9c18289ee8c	22910	validated
1ba1917a-4111-4cfe-a507-cff29851794b	1ba1917a-4111-4cfe-a507-cff29851794b/cfd2cf2f-b39e-4efd-af36-697c0ef8d60d.wxs.aliquot_ensemble_masked.maf.gz	788b477ff19281d521100101fec99ea0	150842	validated
1bba5dad-78db-4a82-8598-cc0ae2eea878	1bba5dad-78db-4a82-8598-cc0ae2eea878/728cc042-132d-4cd4-8f25-df9be7ef5783.wxs.aliquot_ensemble_masked.maf.gz	8c17d0406e7fe5fb5cc635d98ded6aca	22589	validated
1bc5a04c-1de5-4cec-b5ef-06a89f05dced	1bc5a04c-1de5-4cec-b5ef-06a89f05dced/77fb9bac-4726-458b-b960-2a72c5951c79.wxs.aliquot_ensemble_masked.maf.gz	80eb3d9659540ce17fc2d5617f644869	13925	validated
1bd6a0e8-c267-4c8f-a678-53aa201da6bc	1bd6a0e8-c267-4c8f-a678-53aa201da6bc/5270e960-1cd7-420c-9fd6-5f0ab46eaba4.wxs.aliquot_ensemble_masked.maf.gz	221c67215062f00848c5f36efa7b74fc	31909	validated
1c926c94-6388-4b5e-8491-31be20b0218c	1c926c94-6388-4b5e-8491-31be20b0218c/8cda3bd4-9be8-4cef-b1ea-daccc3a566f2.wxs.aliquot_ensemble_masked.maf.gz	99791ebb9048d656a54849b5f24fc6ba	41390	validated
1d173d94-35d4-47bd-9615-0d7109be184b	1d173d94-35d4-47bd-9615-0d7109be184b/e812bade-d31a-484b-b499-ccb6535ca92a.wxs.aliquot_ensemble_masked.maf.gz	9443f17b4e1de61137352a42ea2347aa	63197	validated
1d95c6ac-7f8b-4206-8e6e-49bc87b9c958	1d95c6ac-7f8b-4206-8e6e-49bc87b9c958/af6e1806-bbae-43e4-83dd-cd922ac691a4.wxs.aliquot_ensemble_masked.maf.gz	269ac2f4093ee0e30edb89c6329ded85	14075	validated
1e0caa60-8058-42cf-9379-bb5f6e85bce6	1e0caa60-8058-42cf-9379-bb5f6e85bce6/ae01d901-263b-4e32-96d1-9f8cc247b80a.wxs.aliquot_ensemble_masked.maf.gz	4742f66a10fe8d2f5e397dab031591db	56173	validated
1e178149-e780-4690-931d-567c9051432e	1e178149-e780-4690-931d-567c9051432e/6e7c49a1-bd7d-4248-9187-3ce2022448bf.wxs.aliquot_ensemble_masked.maf.gz	b69ad129aa7409b4bf5d83f103b1649b	34139	validated
1e2d02d6-0d7e-457f-819d-aa68a8eaa4f6	1e2d02d6-0d7e-457f-819d-aa68a8eaa4f6/d1e9483b-f4a1-42fc-a11b-8414910a3557.wxs.aliquot_ensemble_masked.maf.gz	6a08ce8e68b6c52101f57c87ec754807	28575	validated
1e837aa4-f810-4dce-91ac-3da3abb1001c	1e837aa4-f810-4dce-91ac-3da3abb1001c/25f0b3ca-8650-40c9-84b4-c07e5a977cac.wxs.aliquot_ensemble_masked.maf.gz	9ecaedd56b97e1622ff7b5d424044169	133890	validated
1eebb7a2-dc05-4f17-8e86-a80773943c27	1eebb7a2-dc05-4f17-8e86-a80773943c27/402ffd0a-d641-404a-822a-b73ab51dfeef.wxs.aliquot_ensemble_masked.maf.gz	3751f03b3b924cc073cc9ffbc24b27d3	38844	validated
1fd0b749-e529-4ef1-94d4-1e4a8820d1f3	1fd0b749-e529-4ef1-94d4-1e4a8820d1f3/3337b453-364e-4129-9ba3-272fa02a03c9.wxs.aliquot_ensemble_masked.maf.gz	1ca87659dfdc1b3529875ebc3a5692f2	20286	validated
20e54ba6-6a1c-436d-8891-6c492127012b	20e54ba6-6a1c-436d-8891-6c492127012b/539e16c7-fc7a-4f52-9946-6ee08381efc9.wxs.aliquot_ensemble_masked.maf.gz	4953fae0984697456db1d892fc3d920f	22761	validated
216cd3f1-dc74-4a5b-8868-751c10c12640	216cd3f1-dc74-4a5b-8868-751c10c12640/cf352930-69c6-49bc-9370-52d6c1f84abe.wxs.aliquot_ensemble_masked.maf.gz	8e94a40c77023e8ad270d2840a8e2d53	33057	validated
218ac89a-b0d3-42fc-a7a7-f7c1a0105c5f	218ac89a-b0d3-42fc-a7a7-f7c1a0105c5f/2bd47f12-1e5f-4fce-b75c-c0fbb93f318c.wxs.aliquot_ensemble_masked.maf.gz	1f48dfcbba9b298136775909a4916e4f	54276	validated
221967d6-b031-45f1-aaa4-2ae425072614	221967d6-b031-45f1-aaa4-2ae425072614/7cdf89cd-8884-496f-85be-b3b3e1f17a82.wxs.aliquot_ensemble_masked.maf.gz	6d23f9f967ae3c53f6862619fe92bd86	14608	validated
22209f3c-01e7-4f20-bcdf-743a8334de91	22209f3c-01e7-4f20-bcdf-743a8334de91/e7be19cf-b6d9-4a76-9544-34258ddb74cc.wxs.aliquot_ensemble_masked.maf.gz	ef6fa65581b878cb9e876b6634ab8d8f	15321	validated
222b8f50-7c17-4da9-b014-4561d5964964	222b8f50-7c17-4da9-b014-4561d5964964/343c3696-2309-4b63-9c26-968e348633dd.wxs.aliquot_ensemble_masked.maf.gz	a69de20f0f59ed1b72d8037a917540de	1420	validated
222ca85c-cbae-41da-a584-5282195983ae	222ca85c-cbae-41da-a584-5282195983ae/f6e7f49c-a16f-4566-ac47-ff842a9cfc7f.wxs.aliquot_ensemble_masked.maf.gz	a051f98e41fd2bf7c5a1b73184c0f5e9	13932	validated
22692c7b-cb90-498e-b30f-3553bd016049	22692c7b-cb90-498e-b30f-3553bd016049/853e86c4-3350-4fac-8493-046ffdc805b9.wxs.aliquot_ensemble_masked.maf.gz	da5108efc838b0a101ad9b08d3dc1c8d	384901	validated
2394c8b9-9f64-45bb-8a2f-3402491a576e	2394c8b9-9f64-45bb-8a2f-3402491a576e/1a1f9383-2bf3-448a-b70c-1887f98c84f9.wxs.aliquot_ensemble_masked.maf.gz	df1237a7f1e4e789d8ccb324c4efd97a	19135	validated
23efdc4a-cde0-4b40-bb14-cc1dacedc9d0	23efdc4a-cde0-4b40-bb14-cc1dacedc9d0/55730290-0f9a-44e3-9f17-36b849cbc8de.wxs.aliquot_ensemble_masked.maf.gz	f9e1ce508812ec43293a223aed697d34	91678	validated
2411ec9f-3272-48f6-b522-7f31bf2c7e9c	2411ec9f-3272-48f6-b522-7f31bf2c7e9c/5a7b1270-8c89-47f0-9b27-b0315a398134.wxs.aliquot_ensemble_masked.maf.gz	cb943185e82289f3b4ba3793c4876b4a	21799	validated
242bdbe8-bc07-4d53-9cf6-50d9586fcb9d	242bdbe8-bc07-4d53-9cf6-50d9586fcb9d/411756cb-7231-4306-9342-eb26f7977530.wxs.aliquot_ensemble_masked.maf.gz	8c35e82facef2c0ee0340d8ba7790ab2	188468	validated
